id,text,source,reply_screen_name,user_id,user_screen_name,user_location,followers_count,friends_count,listed_count,user_created_at,fav_counts,verified,user_lang,retweet_count,favorite_count,lang,sentiment,State
1054871945278189568,RT @erikam222: You know what would help with this chilly weather...coming to Panda Express (off campus) and saying you’re with @KftkShsu ht…,Twitter for iPhone,,874120328,12mariela_diaz,"Trinity, TX",886,354,2,2012-10-11 18:40:16,2301,False,en,3,0,en,-0.6,TX
1054871128685056000,"RT @okstateThetaChi: Hey everyone! We’re having a Theta Chi fundraiser tonight from noon to 10:00PM at Panda Express in Stillwater, show th…",Twitter for Android,,3193487618,jonah_loewe,,104,34,0,2015-05-12 17:04:48,297,False,en,9,0,en,0.0,-
1054870650219708416,Pipes broke at Panda Express so I officially hate rain.,Twitter for iPhone,,919398050,DougGuadian,"Kyle, TX",624,368,3,2012-11-01 16:42:57,17742,False,en,0,1,en,-0.8,TX
1054870557508874240,where can i buy panda express rice in bulk https://t.co/891LoF1Lb5,Twitter for iPhone,,869610681519276034,diorfilms,,1421,436,0,2017-05-30 17:45:17,12980,False,en,0,1,en,0.0,-
1054870164141944832,RT @JoshClark_5: Panda Express in Zanesville was a major power move,Twitter for Android,,302389750,macdaddyjr22,"Zanesville, OH",433,628,2,2011-05-21 03:22:49,3220,False,en,6,0,en,0.0625,OH
1054869944318464001,"RT @UFMNDM: Do you love Chinese food? Do you want to support the kids? If so, come to Panda Express THIS THURSDAY and some of the proceeds…",Twitter for iPhone,,1202856770,raeanna_grace,,405,262,0,2013-02-21 03:26:01,8579,False,en,8,0,en,0.25,-
1054869533222158336,"I'm at Panda Express in Santa Ana, CA https://t.co/tCMMrEn31v",Foursquare,,17106246,lucky134me,"Fountain Valley, CA",341,810,9,2008-11-01 22:20:51,1248,False,en,0,0,en,0.0,CA
1054869409901174784,@Smooth_Orator @therealogkb Panda Express don’t count or wat,Twitter for iPhone,Smooth_Orator,2251532019,GodGrizzy,"WarmWinter, Tx",365,1881,3,2013-12-30 07:27:34,4291,False,en,0,0,en,0.0,TX
1054869192908963849,Out side of Panda Express no lol niggas just know https://t.co/dsqTpPxkIB,Twitter for iPhone,,236124949,AyoNedd,SWP #BirdGang,558,463,8,2011-01-09 21:30:21,3436,False,en,0,0,en,-0.4,-
1054868897176776704,Why am I constantly thinking about food??? Like Panda Express sounds fiiiire,Twitter for iPhone,,433198732,karendurrr,,519,437,3,2011-12-10 08:09:45,29292,False,en,0,1,en,0.0,-
1054868845557469189,One can always count on Panda Express to come in clutch with the encouraging notes. https://t.co/NLpAa9Ziq0,Twitter for iPhone,,1051386452490235904,SiemsJon,,29,49,0,2018-10-14 08:17:18,25,False,en,0,4,en,0.0,-
1054868318933446657,@hitmejungkook Sprite and panda express,Twitter for iPhone,hitmejungkook,755861624028852225,jurassicjeon,"Houston, TX",629,610,2,2016-07-20 20:27:09,29285,False,en,0,0,en,0.0,TX
1054867813800628225,RT @yoitsmakayla01: Tbh I want Panda Express,Twitter for iPhone,,376349280,Valerie615_,"St. Edwards, Austin",474,167,2,2011-09-19 18:44:03,9067,False,en,12,0,en,0.0,-
1054866500505370624,@TheBBHomie1 Lucky! I LOVE Panda Express,Twitter for iPhone,TheBBHomie1,828806472846958594,phan_trash_69_,The Black Parade,159,338,0,2017-02-07 03:23:56,11180,False,en,0,0,en,0.4583333333333333,PA
1054865971435827200,Craving Panda Express and Chipotle and Tailgaters and everything that I use to eat when I was in pv ,Twitter for iPhone,,2382314168,c3cim3s33d,,512,534,4,2014-03-10 15:38:31,19382,False,en,0,20,en,0.0,-
1054865911272931328,I AM IN NEED OF PANDA EXPRESS RN,Twitter for iPhone,,4831479682,alexis_quirk,,179,189,0,2016-01-21 01:53:44,3835,False,en,1,7,en,0.0,-
1054865865219457024,"Man today has been a PRODUCTIVE day  
Now to celebrate with some Panda Express ",Twitter for iPhone,,787867340574568448,TheBBHomie1,"Grand Rapids, MI",40016,433,281,2016-10-17 04:06:26,4995,True,en,0,25,en,0.0,MI
1054864589274247169,Panda Express be putting crack in they orange chicken I swear,Twitter for iPhone,,797661228,CognacPapi13,"Houston, TX",350,164,6,2012-09-02 06:32:45,15869,False,en,3,1,en,-0.6,TX
1054864118539345920,RT @ShadyAssKaay: i want some panda express ,Twitter for iPhone,,922492938340401152,BrittBoujieAsss,RestEasyMommy❤️,438,877,0,2017-10-23 16:00:30,6098,False,en,2,0,en,0.0,-
1054864030500904960,All I’m thinking about is this Panda Express I’m about to eat after work.,Twitter for iPhone,,872126087547027457,captainmorgs29,"Pittsburgh, PA",295,389,0,2017-06-06 16:20:37,1703,False,en,0,3,en,0.0,PA
1054863650073272321,i want some panda express ,Twitter for iPhone,,2443052785,KEEDABRAT,#SUCKAFREE,5536,3739,52,2014-04-14 01:20:43,31416,False,en,2,8,en,0.0,-
1054862953311322113,@IceRefuse Panda Express always,Twitter for iPhone,IceRefuse,2369404208,SilverStarr_,,20966,427,29,2014-03-02 21:22:49,18800,False,en,0,2,en,0.0,-
1054862223099789312,RT @LucidxFlynn: @IceRefuse what’s Panda Express,Twitter for iPhone,,817130198491680768,Tuckerr,NYC,2063,286,5,2017-01-05 22:06:35,857,False,en,3,0,en,0.0,-
1054862195958444032,Panda Express is literally soo good omg,Twitter for iPhone,,1651074146,fxckitskierra,"Virginia, USA",305,270,1,2013-08-06 19:36:55,16690,False,en,0,1,en,0.7,IA
1054861770010050560,@IceRefuse McDonald's is for poor people... but im poor and i order pizza... but i voted panda express because its too expensive for me,Twitter Lite,IceRefuse,1321384123,Gr8Masta,"Tampa, FL",94,148,1,2013-04-01 23:43:59,1389,False,en,0,1,en,-0.43333333333333335,FL
1054861357391196160,ok nvm I'm going to panda express,Twitter for Android,Robonyan_USA,787802319878365185,Robonyan_USA,"Long Beach, CA",436,602,16,2016-10-16 23:48:04,88671,False,en,0,2,en,0.5,CA
1054860420068995072,This kid was deadass eating Panda Express in English lol https://t.co/GfegE2qthw,Twitter Lite,,1053844368900022273,Diamond91399574,,0,11,0,2018-10-21 03:04:11,22,False,en,0,0,en,0.4,-
1054860143547113472,i need to take my crabby ass to Panda Express,Twitter for iPhone,,2428011086,MaddiWhitsitt,,640,521,2,2014-04-05 00:04:20,17253,False,en,0,0,en,0.0,-
1054859565542580224,"RT @UFMNDM: Do you love Chinese food? Do you want to support the kids? If so, come to Panda Express THIS THURSDAY and some of the proceeds…",Twitter for iPhone,,726157113001676800,louisa_wolt,,94,97,0,2016-04-29 21:12:01,1005,False,en,8,0,en,0.25,-
1054859415512383489,RT @erikam222: You know what would help with this chilly weather...coming to Panda Express (off campus) and saying you’re with @KftkShsu ht…,Twitter for Android,,2297114306,beick13,,190,235,0,2014-01-18 02:35:05,310,False,en,3,0,en,-0.6,-
1054859217608171521,RT @LucidxFlynn: @IceRefuse what’s Panda Express,Twitter for Android,,765962212267679744,IceRefuse,,1021,185,2,2016-08-17 17:23:17,4745,False,en,3,0,en,0.0,-
1054858895485739010,RT @LucidxFlynn: @IceRefuse what’s Panda Express,Twitter Web Client,,887834760755728386,SerenityOrb,Jason,730,530,11,2017-07-20 00:41:16,11111,False,en,3,0,en,0.0,-
1054858791362220033,@IceRefuse what’s Panda Express,Twitter for iPhone,IceRefuse,1395811016,LucidxFlynn,"Pennsylvania, USA",20861,441,38,2013-05-01 23:35:56,29371,False,en,3,1,en,0.0,IA
1054857840223956992,RT @yoitsmakayla01: Tbh I want Panda Express,Twitter for iPhone,,3493557020,yoitsali3,,1795,1121,17,2015-09-08 13:49:21,8171,False,en,12,0,en,0.0,-
1054857679993110528,RT @choir_smhs: Don’t forget about our first fundraiser event at Panda Express tonight! Show this flyer at the register or use code 255017…,Twitter for iPhone,,2947290900,aliciacruz_16,"San Marcos, TX",441,339,3,2014-12-29 00:38:49,6192,False,en,8,0,en,0.3125,MA
1054857391701979137,Panda Express May be a chain but at least they don’t put diced peppers on everything and they got some killer Black… https://t.co/0BZ1VkCGBm,Twitter for iPhone,,2575401450,SpoilersSpoils,"North Carolina, USA",86,473,0,2014-06-18 20:03:29,7230,False,en,0,1,en,-0.3,CA
1054856734278176768,"I just ate Panda Express yesterday, but I’m still down for some today again ",Twitter for iPhone,,1609146320,maylleleal,"Texas, USA ☀️",535,266,8,2013-07-20 22:12:23,19959,False,en,0,1,en,-0.1555555555555556,TX
1054856662937464832,@btschartdata BTS and Panda Express,Twitter for iPhone,btschartdata,786323151013552129,wxrxlla,134340,55,52,0,2016-10-12 21:50:23,6680,False,en,0,0,en,0.0,-
1054856507609690113,RT @yoitsmakayla01: Tbh I want Panda Express,Twitter for Android,,3075353791,thatstud_angel,South Flexus // Tru-fit,855,440,13,2015-03-12 14:49:15,26212,False,en,12,0,en,0.0,FL
1054855941307404293,Nothing looks better than a full plate of Panda Express,Twitter for iPhone,,3286054914,Joner_Stoner,"South Bend, IN",288,289,2,2015-07-21 04:31:16,3800,False,en,1,11,en,0.425,IN
1054855895086178306,RT @yoitsmakayla01: Tbh I want Panda Express,Twitter for iPhone,,1029878395021258752,PrimeTomass,,371,379,1,2018-08-15 23:51:58,53,False,en,12,0,en,0.0,-
1054855666005884929,RT @NeilNevins: kicked out of law school for my controversial yet groundbreaking suggestion of partnering up with Panda Express to start pu…,Twitter Web Client,,750762084053450752,Cheluna_,A dark place with pillows,137,675,5,2016-07-06 18:43:24,34476,False,en,15,0,en,0.55,WI
1054854976885919744,On my way to Panda Express is the only good thing about this whole week,Twitter for iPhone,,1031684432636391425,istarrxo,,69,68,0,2018-08-20 23:28:31,281,False,en,0,0,en,0.3,-
1054854663575457792,I’m getting Panda Express we eating good ladies https://t.co/BLXQZ45PGW,Twitter for iPhone,,1915234236,avvrll,"Dallas, TX",3586,437,111,2013-09-28 20:39:05,43612,False,en,0,1,en,0.7,TX
1054854527919112192,Tbh I want Panda Express,Twitter for iPhone,,3508983974,yoitsmakayla01,nowhere,2335,1328,10,2015-09-09 22:47:05,1230,False,en,12,16,en,0.0,-
1054852954904240128,"RT @UFMNDM: Do you love Chinese food? Do you want to support the kids? If so, come to Panda Express THIS THURSDAY and some of the proceeds…",Twitter for iPhone,,596771815,alysamartin_,"Hamburg, NY & Findlay, OH",586,639,3,2012-06-01 20:19:10,6096,False,en,8,0,en,0.25,NY
1054851185243385862,Someone go to Panda Express with me,Twitter for iPhone,,1574584778,jesuscience,IG: jayzus.botello,902,158,5,2013-07-07 07:42:34,36017,False,en,0,1,en,0.0,-
1054850830849982464,Can someone deliver Panda Express to my house? Thank you.,Twitter for iPhone,,363787356,joshuaaromin,"Stamford, CT",884,1526,46,2011-08-28 17:55:22,6945,False,en,0,2,en,0.0,CT
1054850391131803648,I liked a @YouTube video https://t.co/ErGa4ZLJCg PANDA EXPRESS MUKBANG!! OUR FIRST KISS!! | The Aqua Family,Google,,969647294302834690,CoolCrucial_YT,,4,73,0,2018-03-02 18:55:04,6,False,en,0,0,en,0.6640625,-
1054850359150006272,Either this lady is really nice or she’s trying to hit on me by giving me the employee discount everytime I come to this Panda Express,Twitter for iPhone,,488168071,Eduareadyknodoe,,239,212,4,2012-02-10 04:52:30,1497,False,en,0,2,en,0.6,-
1054849845796790272,I liked a @YouTube video https://t.co/1RHO9xNW1e EPIC PANDA EXPRESS MUKBANG | I GOT ROBBED: STORYTIME,Google,,472542198,jealousxtype,"Gary,Indiana",1195,944,2,2012-01-24 01:58:45,9187,False,en,0,0,en,0.35,IN
1054849726942797825,"RT @UFMNDM: Do you love Chinese food? Do you want to support the kids? If so, come to Panda Express THIS THURSDAY and some of the proceeds…",Twitter for iPhone,,561972184,Jdarling1234,London - Findlay,568,521,1,2012-04-24 12:12:09,34775,False,en,8,0,en,0.25,-
1054849345676144641,RT @NRNonline: .@PeiWei pokes at segment leader @PandaExpress https://t.co/e4mNa4hQUk @PeiWei_Tiger #marketing #restaurantnews @RonRuggless…,Twitter for iPhone,,1317571746,Cescoconut,dimension of imagination,709,147,2,2013-03-31 02:43:42,9670,False,en,1,0,en,0.0,-
1054849206907691008,I brought panda express to class.. ..... To eat or not to eat......that is the question......,Twitter for Android,,573263647,TheQueen_Kiwi,"California, USA",37,197,1,2012-05-07 03:31:10,339,False,en,0,0,en,0.0,CA
1054848487324434432,yunno .. some panda express sounds great right about now.,Twitter for iPhone,,3019279852,kyleajohnson_,,1624,891,3,2015-02-05 03:00:04,17473,False,en,0,0,en,0.5428571428571429,-
1054847810091110401,I want Panda Express @ms_renee90,Twitter for iPhone,,1270443924,staygoldlilly,Las Vegas ,114,92,0,2013-03-15 19:01:37,4972,False,en,0,0,en,0.0,-
1054847306657345536,The Panda Express in Flowood slick trash.,Twitter for iPhone,,511170730,RissasPieces__,"Mississippi, USA",1020,715,10,2012-03-02 01:33:47,6202,False,en,0,0,en,-0.25,MS
1054847191527768065,RT @NeilNevins: kicked out of law school for my controversial yet groundbreaking suggestion of partnering up with Panda Express to start pu…,Twitter for Android,,2509443170,VaguePS,,84,390,0,2014-05-20 06:04:29,52564,False,en,15,0,en,0.55,-
1054846240251305985,"To the beautiful lady working at Panda Express in Albany Or, who complimented my outfit and said she into supreme..… https://t.co/0HIZ31eKXx",Twitter for iPhone,,763777977486155776,franks1hunnid,The moon,315,218,1,2016-08-11 16:43:54,3995,False,en,0,1,en,0.85,MO
1054845068195127297,"@coachjaylin, looking at the panda express employees: ""that's a lot of fried rice, biiiiiitch!

...

...i wanna put my face in it""",Twitter for iPhone,coachjaylin,27712892,_thegoodTK,"Boston, MA",207,370,5,2009-03-30 19:52:45,1772,False,en,0,1,en,0.0,MA
1054844598965592064,I got Panda Express and I’m thinking of baby Taehyung..,Twitter for iPhone,,726628874,mabaronlovesjkv,,198,254,0,2012-07-30 18:51:29,28128,False,en,1,0,en,0.0,-
1054844558737997825,Am I the only one or do Panda Express’s chopsticks never break right.,Twitter for iPhone,,454654013,NolinTanabe,,55,71,0,2012-01-04 07:05:27,213,False,en,0,0,en,0.14285714285714285,-
1054844122828288001,"RT @UFMNDM: Do you love Chinese food? Do you want to support the kids? If so, come to Panda Express THIS THURSDAY and some of the proceeds…",Twitter for iPhone,,186872757,April_Lesherxo,"Findlay, OH",903,751,2,2010-09-04 16:50:11,21143,False,en,8,0,en,0.25,OH
1054843915327684608,.@PeiWei pokes at segment leader @PandaExpress https://t.co/e4mNa4hQUk @PeiWei_Tiger #marketing #restaurantnews… https://t.co/U2SuYTFyl0,Hootsuite Inc.,,20090888,NRNonline,,70419,5215,1628,2009-02-04 20:41:49,606,True,en,1,11,en,0.0,-
1054843548372152320,You know what would help with this chilly weather...coming to Panda Express (off campus) and saying you’re with… https://t.co/RMNwMc42pM,Twitter for iPhone,,3326906059,erikam222,,422,499,3,2015-08-23 16:58:17,8082,False,en,3,4,en,-0.6,-
1054843312853708800,I had Panda Express for the,Phat Bet Bot App,,809504428168462337,minty_ebook,,11,3,0,2016-12-15 21:04:30,2,False,en,0,0,en,0.0,-
1054843054761357312,RT @BarstoolIUPUI: I heard there was suppose to be a Panda Express in the campus center https://t.co/yalcr7uLN1,Twitter for iPhone,,4911382743,skylerw11,,255,233,1,2016-02-15 02:18:32,4663,False,en,7,0,en,-0.1,-
1054842958820732928,When Panda Express forgets to charge you for your spring rolls https://t.co/zpxJHVCtpG,Twitter for iPhone,,3314853481,no_chill_j1zzy,"San Diego, CA",174,142,4,2015-08-14 06:40:10,10509,False,en,0,0,en,0.0,CA
1054841469691809792,Press F to pay respects to the workers at CSULB's panda express. Cause these college students are ruthless.,Twitter for Android,,2195187759,AlexRodarte6,"Bell Gardens, CA",42,98,0,2013-11-25 07:54:54,110,False,en,0,0,en,-1.0,CA
1054841211196862464,Panda Express' noodles ain't even that fire tbh.,Twitter for Android,,2195187759,AlexRodarte6,"Bell Gardens, CA",42,98,0,2013-11-25 07:54:54,110,False,en,0,0,en,0.0,CA
1054840737446195206,RT @JoshClark_5: Panda Express in Zanesville was a major power move,Twitter for iPhone,,2981984529,Patrick26henry,,272,848,0,2015-01-17 01:48:30,1595,False,en,6,0,en,0.0625,-
1054840535804973061,I want panda express but ion feel like going up there ,Twitter for Android,,30938853,ariesinkedgirl,far far away,594,1050,2,2009-04-13 19:36:36,811,False,en,0,0,en,0.0,AR
1054840478921764869,RT @Ari_Cassidy: I crave Panda Express all day everyday,Twitter for iPhone,,2921048275,BabyyyMik_,Snapchat: princess.miki97,205,274,1,2014-12-06 22:04:18,9560,False,en,1,0,en,-0.2,-
1054840262772449280,Sure I could eat this airport Panda Express OR I could throw $12 in the garbage,Twitter for iPhone,,1549672634,nastykaisa,,120,69,0,2013-06-27 03:30:26,1069,False,en,0,0,en,0.5,-
1054840145302732801,"RT @UFMNDM: Do you love Chinese food? Do you want to support the kids? If so, come to Panda Express THIS THURSDAY and some of the proceeds…",Twitter for iPhone,,404476110,_sierramurray_,"Stow, OH",450,519,0,2011-11-04 00:01:59,15301,False,en,8,0,en,0.25,OH
1054840100851539968,"RT @UFMNDM: Do you love Chinese food? Do you want to support the kids? If so, come to Panda Express THIS THURSDAY and some of the proceeds…",Twitter for iPhone,,601177002,gabby_hopkins4,,184,327,1,2012-06-06 16:23:26,3013,False,en,8,0,en,0.25,-
1054840063421505536,"Do you love Chinese food? Do you want to support the kids? If so, come to Panda Express THIS THURSDAY and some of t… https://t.co/nJWDCypfGu",Hootsuite,,341889298,UFMNDM,"Findlay, Ohio",858,918,9,2011-07-25 03:41:13,488,False,en,8,2,en,0.25,OH
1054839562336317440,"RT @NoahOrders: Dominos won’t let us order food anymore lots of plugs will shut down we will start ordering new places such as

-chipotle
-…",Twitter for Android,,1025964447767175168,NoahOrders,Cashapp,261,1,0,2018-08-05 04:39:20,171,False,en,1,0,en,-0.006397306397306411,-
1054839150996832261,I want some Panda Express,Twitter Web Client,,51792367,TookieG,"Atlanta, Ga",1926,1308,10,2009-06-28 17:57:00,1734,False,en,0,0,en,0.0,GA
1054838985162457090,RT @NeilNevins: kicked out of law school for my controversial yet groundbreaking suggestion of partnering up with Panda Express to start pu…,Twitter for iPhone,,952311061004382208,WhatisTermit,,5,73,0,2018-01-13 22:47:04,1025,False,en,15,0,en,0.55,-
1054838762226810881,I liked a @YouTube video https://t.co/pnlFgp0GaR PANDA EXPRESS MUKBANG!! OUR FIRST KISS!! | The Aqua Family,Google,,96619833,Menonijet,London,2631,3240,8,2009-12-13 20:31:13,436,False,en,0,0,en,0.6640625,-
1054838543212658688,i want panda express,twittbot.net,,3154368552,mia_ebooks,,7,12,0,2015-04-14 03:13:57,0,False,en,0,0,en,0.0,-
1054837432078618624,@amjeons and they still freak out over a coupon for panda express..i love my humble kings ✨,Twitter for iPhone,amjeons,880893953775517696,ineeduwugirl,hoseoks dimple,30,47,0,2017-06-30 21:00:59,1140,False,en,2,72,en,0.15,KS
1054835167389343744,To my future boyfriend: I eat a sickening amount of Panda Express. Be prepared.,Twitter for iPhone,,772828530,bryancox_,,299,492,1,2012-08-22 03:57:56,2198,False,en,1,4,en,-0.45,-
1054834755122982912,WHY DIDNT I KNOW PANDA EXPRESS WAS OPEN,Twitter for iPhone,,588799737,lexywells_,Ohio,262,337,2,2012-05-24 01:15:21,8210,False,en,0,0,en,0.0,OH
1054834311109718018,I swear nothin is harder than walking past the Panda Express in commons after working out,Twitter for iPhone,,454325997,riley_gill77,"Frederick, MD",646,677,0,2012-01-03 21:39:59,130257,False,en,0,0,en,-0.175,MD
1054834197875978242,RT @lovefeltonn: Panda Express is gross,Twitter for iPhone,,1025236603751596032,Kirk7z,Doing the most ,83,76,0,2018-08-03 04:27:09,8636,False,en,1,0,en,0.0,MO
1054834191995682816,"@princesschassa Panda Express in the Ferg, hehe.",Twitter for iPhone,princesschassa,1129998338,JamareBates,,449,403,3,2013-01-29 04:04:49,10336,False,en,0,2,en,0.0,-
1054833996398419968,"@PHSreligion Thankful: 
1. Mrs. Fernandes 
2. Panda Express
3. Gina Saviola
4. Momo
5. Stephanie Jaeger

Appreciate… https://t.co/5Qe76RJOkD",Twitter for iPhone,PHSreligion,1047166404368072704,AlexSaviola3,,10,10,0,2018-10-02 16:48:20,0,False,en,0,1,en,0.0,-
1054833259782168576,I would cry for some Panda Express,Twitter for iPhone,,1975847292,brianagray20,"Modesto, CA",478,392,8,2013-10-20 17:50:53,15769,False,en,0,0,en,0.0,CA
1054833118387949568,The lady at panda express asked me if I wanna round up to the next dollar to donate to the children’s hospital and… https://t.co/SbmU5sPhN6,Twitter for iPhone,,310859551,taranehfazel,"Oklahoma, USA",103,213,1,2011-06-04 13:40:38,1412,False,en,0,1,en,-0.1,MA
1054832605407969280,"I’m so addicted to Panda Express that I swear I smell panda everywhere. Walking to class at 8:00am, I smell panda.… https://t.co/AkgtXw6bdz",Twitter for iPhone,,1034919264,k_karsT,,425,389,0,2012-12-25 14:41:29,2089,False,en,0,31,en,-0.4,-
1054832386423250944,I hate Panda Express why does Justin always wanna come here ,Twitter for iPhone,,724808710271299584,cherrybruja,East Los Angeles,851,358,28,2016-04-26 03:53:57,34987,False,en,0,0,en,-0.8,-
1054832356077506561,@unkamenhero @ItsVee_ Panda Express is . I had better food from the mom n pop Chinese restaurants. pF Changs just as bad as Panda,Twitter for Android,unkamenhero,315494603,Tru_Individual,NJ ✈GA,2055,2008,41,2011-06-11 23:53:46,3198,False,en,0,1,en,-0.06666666666666661,NJ
